updated,Refiney No.,Refiney Name,Refiney Prov,Bx Prov category,Bx origin Prov,Bx Origin Cty,Owner,Bauxite,Self Supply,column 1,column 2,column 3,column 4,column 5,Allocation
,73,YMG - Wenshan,Shanxi,Yunnan,H-B,Yunnan Aluminium Companuy,Chalco,Domestic,99,,,,,,0.0
,73,YMG - Wenshan,Other,Yunnan,H-B,Yunnan Aluminium Companuy,Chalco,Domestic,99,,,,,,49861.9720863
,74,Guangxi - blending,Guangxi,Guangxi,H-B,spare,spare,Imported,100,,,,,,0.0
,74,Guangxi - blending,Guizhou,Guangxi,H-B,spare,spare,Imported,100,,,,,,0.0
,74,Guangxi - blending,Henan,Guangxi,H-B,spare,spare,Imported,100,,,,,,0.0
,74,Guangxi - blending,Shanxi,Guangxi,H-B,spare,spare,Imported,100,,,,,,0.0
,74,Guangxi - blending,Other,Guangxi,H-B,spare,spare,Imported,100,,,,,,0.0
,75,Guizhou - blending,Guangxi,Guizhou,H-B,spare,spare,Imported,101,,,,,,0.0
,75,Guizhou - blending,Guizhou,Guizhou,H-B,spare,spare,Imported,101,,,,,,0.0
,75,Guizhou - blending,Henan,Guizhou,H-B,spare,spare,Imported,101,,,,,,0.0
,75,Guizhou - blending,Shanxi,Guizhou,H-B,spare,spare,Imported,101,,,,,,0.0
,75,Guizhou - blending,Other,Guizhou,H-B,spare,spare,Imported,101,,,,,,0.0
,76,Henan - blending,Guangxi,Henan,H-B,spare,spare,Imported,102,,,,,,0.0
,76,Henan - blending,Guizhou,Henan,H-B,spare,spare,Imported,102,,,,,,0.0
,76,Henan - blending,Henan,Henan,H-B,spare,spare,Imported,102,,,,,,0.0
,76,Henan - blending,Shanxi,Henan,H-B,spare,spare,Imported,102,,,,,,0.0
,76,Henan - blending,Other,Henan,H-B,spare,spare,Imported,102,,,,,,0.0
,77,Shanxi - blending,Guangxi,Shanxi,H-B,spare,spare,Imported,103,,,,,,0.0
,77,Shanxi - blending,Guizhou,Shanxi,H-B,spare,spare,Imported,103,,,,,,0.0
,77,Shanxi - blending,Henan,Shanxi,H-B,spare,spare,Imported,103,,,,,,0.0
,77,Shanxi - blending,Shanxi,Shanxi,H-B,spare,spare,Imported,103,,,,,,0.0
,77,Shanxi - blending,Other,Shanxi,H-B,spare,spare,Imported,103,,,,,,0.0
,78,Other - blending,Guangxi,Other,H-B,spare,spare,Imported,104,,,,,,0.0
,78,Other - blending,Guizhou,Other,H-B,spare,spare,Imported,104,,,,,,0.0
,78,Other - blending,Henan,Other,H-B,spare,spare,Imported,104,,,,,,0.0
,78,Other - blending,Shanxi,Other,H-B,spare,spare,Imported,104,,,,,,0.0
,78,Other - blending,Other,Other,H-B,spare,spare,Imported,104,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,0.0
