No,Ref .No.,Refiney Name,Province,Province category,Technology,Ownership,Owner,Bauxite,ref cell,ref cell row,,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
157,56.1,Chalco Shanxi,Shanxi,Shanxi,Shanxi,Xing,,,1,,,,,,2.198705901,2.220282967,2.241582403,2.268705193,2.303697187,2.342543163,2.383921014,2.425253487,2.469288984,2.522743764,2.575898368,2.619618083,2.668297138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
158,57.1,SPIC Shanxi,Shanxi,Shanxi,Shanxi,Huairen,,,0.9,,,,,,2.219492201,2.256928546,2.302394619,2.345928074,2.386856518,2.426484304,2.478116615,2.542363512,2.609364319,2.683508017,2.752628925,2.800756979,2.843139103,2.896237791,2.961602985,3.043037777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
159,57.1,SPIC Shanxi,Shanxi,Shanxi,Shanxi,Loufan,,,0,,,,,,2.219492201,2.256928546,2.302394619,2.345928074,2.386856518,2.426484304,2.478116615,2.542363512,2.609364319,2.683508017,2.752628925,2.800756979,2.843139103,2.896237791,2.961602985,3.043037777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
160,57.1,SPIC Shanxi,Shanxi,Shanxi,Shanxi,Ningwu,,,1,,,,,,2.219492201,2.256928546,2.302394619,2.345928074,2.386856518,2.426484304,2.478116615,2.542363512,2.609364319,2.683508017,2.752628925,2.800756979,2.843139103,2.896237791,2.961602985,3.043037777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
161,57.1,SPIC Shanxi,Shanxi,Shanxi,Shanxi,Shenchi,,,0,,,,,,2.219492201,2.256928546,2.302394619,2.345928074,2.386856518,2.426484304,2.478116615,2.542363512,2.609364319,2.683508017,2.752628925,2.800756979,2.843139103,2.896237791,2.961602985,3.043037777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
162,57.1,SPIC Shanxi,Shanxi,Shanxi,Shanxi,Shuozhou,,,0,,,,,,2.219492201,2.256928546,2.302394619,2.345928074,2.386856518,2.426484304,2.478116615,2.542363512,2.609364319,2.683508017,2.752628925,2.800756979,2.843139103,2.896237791,2.961602985,3.043037777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
163,57.1,SPIC Shanxi,Shanxi,Shanxi,Shanxi,Wutai,,,0.8,,,,,,2.219492201,2.256928546,2.302394619,2.345928074,2.386856518,2.426484304,2.478116615,2.542363512,2.609364319,2.683508017,2.752628925,2.800756979,2.843139103,2.896237791,2.961602985,3.043037777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
164,57.1,SPIC Shanxi,Shanxi,Shanxi,Shanxi,Xing,,,1,,,,,,2.219492201,2.256928546,2.302394619,2.345928074,2.386856518,2.426484304,2.478116615,2.542363512,2.609364319,2.683508017,2.752628925,2.800756979,2.843139103,2.896237791,2.961602985,3.043037777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
165,57.1,SPIC Shanxi,Shanxi,Shanxi,Shanxi,Yuanping,,,1,,,,,,2.219492201,2.256928546,2.302394619,2.345928074,2.386856518,2.426484304,2.478116615,2.542363512,2.609364319,2.683508017,2.752628925,2.800756979,2.843139103,2.896237791,2.961602985,3.043037777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
166,58.1,Dongxu Tianyuan,Shanxi,Shanxi,Shanxi,Lin,,,0,,,,,,2.283597086,2.303694196,2.335356633,2.38748907,2.436636702,2.4792654,2.531467467,2.580109628,2.627863575,2.677198658,2.727155758,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,
167,58.1,Dongxu Tianyuan,Shanxi,Shanxi,Shanxi,Qinyuan,,,0.7,,,,,,2.283597086,2.303694196,2.335356633,2.38748907,2.436636702,2.4792654,2.531467467,2.580109628,2.627863575,2.677198658,2.727155758,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,
168,58.1,Dongxu Tianyuan,Shanxi,Shanxi,Shanxi,Xiaoyi,,,0,,,,,,2.283597086,2.303694196,2.335356633,2.38748907,2.436636702,2.4792654,2.531467467,2.580109628,2.627863575,2.677198658,2.727155758,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,
169,59.1,East Hope Lingshi,Shanxi,Shanxi,Shanxi,Jiaokou,,,0,,,,,,2.161125988,2.161125988,2.161125988,2.161125988,2.161125988,2.161125988,2.161125988,2.161125988,2.455860794,2.659465497,2.858081088,3.08387965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
170,59.1,East Hope Lingshi,Shanxi,Shanxi,Shanxi,Lingshi,,,1,,,,,,2.161125988,2.161125988,2.161125988,2.161125988,2.161125988,2.161125988,2.161125988,2.161125988,2.455860794,2.659465497,2.858081088,3.08387965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
171,59.1,East Hope Lingshi,Shanxi,Shanxi,Shanxi,Wuxiang,,,0.5,,,,,,2.161125988,2.161125988,2.161125988,2.161125988,2.161125988,2.161125988,2.161125988,2.161125988,2.455860794,2.659465497,2.858081088,3.08387965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
172,59.1,East Hope Lingshi,Shanxi,Shanxi,Shanxi,Xiangyuan,,,0.5,,,,,,2.161125988,2.161125988,2.161125988,2.161125988,2.161125988,2.161125988,2.161125988,2.161125988,2.455860794,2.659465497,2.858081088,3.08387965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
173,60,Huaqing,Shanxi,Shanxi,Shanxi,Lin,,,0,,,,,,2.102898271,2.220210135,2.261820644,2.304868564,2.349303764,2.388484301,2.424565737,2.458693479,2.483522304,2.531210674,2.627983146,2.758284764,2.929659432,3.195014969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
174,60,Huaqing,Shanxi,Shanxi,Shanxi,Xiaoyi,,,0.5,,,,,,2.102898271,2.220210135,2.261820644,2.304868564,2.349303764,2.388484301,2.424565737,2.458693479,2.483522304,2.531210674,2.627983146,2.758284764,2.929659432,3.195014969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
175,61,Qiangjin Alumimium,Shanxi,Shanxi,Shanxi,Fenxi,,,1,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
176,61,Qiangjin Alumimium,Shanxi,Shanxi,Shanxi,Jiaokou,,,1,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
177,61,Qiangjin Alumimium,Shanxi,Shanxi,Shanxi,Xiaoyi,,,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
178,62,Senze,Shanxi,Shanxi,Shanxi,Jiaokou,,,1,,,,,,1.825626572,1.828556273,1.833421275,1.841319594,1.854803169,1.874711086,1.897748748,1.923076906,1.953416842,2.000539095,2.065922573,2.147597992,2.260857283,2.423692396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
179,62,Senze,Shanxi,Shanxi,Shanxi,Liulin,,,1,,,,,,1.825626572,1.828556273,1.833421275,1.841319594,1.854803169,1.874711086,1.897748748,1.923076906,1.953416842,2.000539095,2.065922573,2.147597992,2.260857283,2.423692396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
180,63,Taixing,Shanxi,Shanxi,Shanxi,Lin,,,0,,,,,,2.102240364,2.221435716,2.272722974,2.313687637,2.349339614,2.381570076,2.411615359,2.44841657,2.496886579,2.586646389,2.741941579,2.951575511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
181,63,Taixing,Shanxi,Shanxi,Shanxi,Xiaoyi,,,0.5,,,,,,2.102240364,2.221435716,2.272722974,2.313687637,2.349339614,2.381570076,2.411615359,2.44841657,2.496886579,2.586646389,2.741941579,2.951575511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
182,64,Wusheng,Shanxi,Shanxi,Shanxi,Pinglu,,,0,,,,,,2.354927013,2.383114015,2.427755744,2.491350435,2.565875163,2.639071936,2.713456729,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,
183,64,Wusheng,Shanxi,Shanxi,Shanxi,Xia,,,0,,,,,,2.354927013,2.383114015,2.427755744,2.491350435,2.565875163,2.639071936,2.713456729,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,2.752601827,
184,65,Xinfa - Jiaokou,Shanxi,Shanxi,Shanxi,Fenyang,,,0,,,,,,2.08678108,2.088442553,2.088442553,2.174208947,2.245083606,2.325974549,2.399060405,2.481556003,2.587202952,2.707881424,2.802350544,2.872882286,3.027753908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
185,65,Xinfa - Jiaokou,Shanxi,Shanxi,Shanxi,Heshun,,,0,,,,,,2.08678108,2.088442553,2.088442553,2.174208947,2.245083606,2.325974549,2.399060405,2.481556003,2.587202952,2.707881424,2.802350544,2.872882286,3.027753908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
186,65,Xinfa - Jiaokou,Shanxi,Shanxi,Shanxi,Jiaokou,,,0,,,,,,2.08678108,2.088442553,2.088442553,2.174208947,2.245083606,2.325974549,2.399060405,2.481556003,2.587202952,2.707881424,2.802350544,2.872882286,3.027753908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
187,65,Xinfa - Jiaokou,Shanxi,Shanxi,Shanxi,Jiexiu,,,0,,,,,,2.08678108,2.088442553,2.088442553,2.174208947,2.245083606,2.325974549,2.399060405,2.481556003,2.587202952,2.707881424,2.802350544,2.872882286,3.027753908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
188,65,Xinfa - Jiaokou,Shanxi,Shanxi,Shanxi,Lin,,,0,,,,,,2.08678108,2.088442553,2.088442553,2.174208947,2.245083606,2.325974549,2.399060405,2.481556003,2.587202952,2.707881424,2.802350544,2.872882286,3.027753908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
189,65,Xinfa - Jiaokou,Shanxi,Shanxi,Shanxi,Loufan,,,0,,,,,,2.08678108,2.088442553,2.088442553,2.174208947,2.245083606,2.325974549,2.399060405,2.481556003,2.587202952,2.707881424,2.802350544,2.872882286,3.027753908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
190,65,Xinfa - Jiaokou,Shanxi,Shanxi,Shanxi,Wutai,,,0,,,,,,2.08678108,2.088442553,2.088442553,2.174208947,2.245083606,2.325974549,2.399060405,2.481556003,2.587202952,2.707881424,2.802350544,2.872882286,3.027753908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
191,65,Xinfa - Jiaokou,Shanxi,Shanxi,Shanxi,Xiaoyi,,,0,,,,,,2.08678108,2.088442553,2.088442553,2.174208947,2.245083606,2.325974549,2.399060405,2.481556003,2.587202952,2.707881424,2.802350544,2.872882286,3.027753908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
192,65,Xinfa - Jiaokou,Shanxi,Shanxi,Shanxi,Zhongyang,,,0,,,,,,2.08678108,2.088442553,2.088442553,2.174208947,2.245083606,2.325974549,2.399060405,2.481556003,2.587202952,2.707881424,2.802350544,2.872882286,3.027753908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
193,66,Xinfa - Xiaoyi,Shanxi,Shanxi,Shanxi,Fenyang,,,0,,,,,,2.076667796,2.076667796,2.076667796,2.076667796,2.076667796,2.248915386,2.37549889,2.513620855,2.665157648,2.845562744,3.136446982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
194,66,Xinfa - Xiaoyi,Shanxi,Shanxi,Shanxi,Heshun,,,0,,,,,,2.076667796,2.076667796,2.076667796,2.076667796,2.076667796,2.248915386,2.37549889,2.513620855,2.665157648,2.845562744,3.136446982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
195,66,Xinfa - Xiaoyi,Shanxi,Shanxi,Shanxi,Jiexiu,,,0,,,,,,2.076667796,2.076667796,2.076667796,2.076667796,2.076667796,2.248915386,2.37549889,2.513620855,2.665157648,2.845562744,3.136446982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
196,66,Xinfa - Xiaoyi,Shanxi,Shanxi,Shanxi,Lin,,,0,,,,,,2.076667796,2.076667796,2.076667796,2.076667796,2.076667796,2.248915386,2.37549889,2.513620855,2.665157648,2.845562744,3.136446982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
197,66,Xinfa - Xiaoyi,Shanxi,Shanxi,Shanxi,Lingshi,,,1,,,,,,2.076667796,2.076667796,2.076667796,2.076667796,2.076667796,2.248915386,2.37549889,2.513620855,2.665157648,2.845562744,3.136446982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
198,66,Xinfa - Xiaoyi,Shanxi,Shanxi,Shanxi,Loufan,,,0,,,,,,2.076667796,2.076667796,2.076667796,2.076667796,2.076667796,2.248915386,2.37549889,2.513620855,2.665157648,2.845562744,3.136446982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
199,66,Xinfa - Xiaoyi,Shanxi,Shanxi,Shanxi,Yu,,,0,,,,,,2.076667796,2.076667796,2.076667796,2.076667796,2.076667796,2.248915386,2.37549889,2.513620855,2.665157648,2.845562744,3.136446982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
200,66,Xinfa - Xiaoyi,Shanxi,Shanxi,Shanxi,Xiaoyi,,,0,,,,,,2.076667796,2.076667796,2.076667796,2.076667796,2.076667796,2.248915386,2.37549889,2.513620855,2.665157648,2.845562744,3.136446982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
201,66,Xinfa - Xiaoyi,Shanxi,Shanxi,Shanxi,Xiyang,,,0,,,,,,2.076667796,2.076667796,2.076667796,2.076667796,2.076667796,2.248915386,2.37549889,2.513620855,2.665157648,2.845562744,3.136446982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
202,66,Xinfa - Xiaoyi,Shanxi,Shanxi,Shanxi,Yangquan,,,0,,,,,,2.076667796,2.076667796,2.076667796,2.076667796,2.076667796,2.248915386,2.37549889,2.513620855,2.665157648,2.845562744,3.136446982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
203,66,Xinfa - Xiaoyi,Shanxi,Shanxi,Shanxi,Zhongyang,,,0,,,,,,2.076667796,2.076667796,2.076667796,2.076667796,2.076667796,2.248915386,2.37549889,2.513620855,2.665157648,2.845562744,3.136446982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
204,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Fenyang,,,0,,,,,,2.063977175,2.177578363,2.236444208,2.326535817,2.430630117,2.528793946,2.627214898,2.738079394,2.874839675,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
205,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Heshun,,,0,,,,,,2.063977175,2.177578363,2.236444208,2.326535817,2.430630117,2.528793946,2.627214898,2.738079394,2.874839675,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
206,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Jiexiu,,,0,,,,,,2.063977175,2.177578363,2.236444208,2.326535817,2.430630117,2.528793946,2.627214898,2.738079394,2.874839675,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
207,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Lin,,,0,,,,,,2.063977175,2.177578363,2.236444208,2.326535817,2.430630117,2.528793946,2.627214898,2.738079394,2.874839675,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
208,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Loufan,,,0,,,,,,2.063977175,2.177578363,2.236444208,2.326535817,2.430630117,2.528793946,2.627214898,2.738079394,2.874839675,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
209,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Yu,,,0,,,,,,2.063977175,2.177578363,2.236444208,2.326535817,2.430630117,2.528793946,2.627214898,2.738079394,2.874839675,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
210,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Ningwu,,,0,,,,,,2.063977175,2.177578363,2.236444208,2.326535817,2.430630117,2.528793946,2.627214898,2.738079394,2.874839675,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
211,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Pinglu,,,0,,,,,,2.063977175,2.177578363,2.236444208,2.326535817,2.430630117,2.528793946,2.627214898,2.738079394,2.874839675,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
212,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Wutai,,,0,,,,,,2.063977175,2.177578363,2.236444208,2.326535817,2.430630117,2.528793946,2.627214898,2.738079394,2.874839675,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
213,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Xiaoyi,,,0,,,,,,2.063977175,2.177578363,2.236444208,2.326535817,2.430630117,2.528793946,2.627214898,2.738079394,2.874839675,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
214,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Xiyang,,,0,,,,,,2.063977175,2.177578363,2.236444208,2.326535817,2.430630117,2.528793946,2.627214898,2.738079394,2.874839675,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
215,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Yangquan,,,0,,,,,,2.063977175,2.177578363,2.236444208,2.326535817,2.430630117,2.528793946,2.627214898,2.738079394,2.874839675,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
216,67.1,Xingan Chemical,Shanxi,Shanxi,Shanxi,Zhongyang,,,0,,,,,,2.063977175,2.177578363,2.236444208,2.326535817,2.430630117,2.528793946,2.627214898,2.738079394,2.874839675,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
217,68,Yangquan Zhaofeng,Shanxi,Shanxi,Shanxi,Heshun,,,0.5,,,,,,2.399096995,2.434790157,2.468845846,2.515748547,2.590794086,2.680809947,2.770951404,2.862392255,2.965242902,3.085548832,3.188351241,3.283134841,3.451159788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
218,68,Yangquan Zhaofeng,Shanxi,Shanxi,Shanxi,Yu,,,1,,,,,,2.399096995,2.434790157,2.468845846,2.515748547,2.590794086,2.680809947,2.770951404,2.862392255,2.965242902,3.085548832,3.188351241,3.283134841,3.451159788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
219,68,Yangquan Zhaofeng,Shanxi,Shanxi,Shanxi,Pinglu,,,0,,,,,,2.399096995,2.434790157,2.468845846,2.515748547,2.590794086,2.680809947,2.770951404,2.862392255,2.965242902,3.085548832,3.188351241,3.283134841,3.451159788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
220,68,Yangquan Zhaofeng,Shanxi,Shanxi,Shanxi,Wutai,,,0,,,,,,2.399096995,2.434790157,2.468845846,2.515748547,2.590794086,2.680809947,2.770951404,2.862392255,2.965242902,3.085548832,3.188351241,3.283134841,3.451159788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
221,68,Yangquan Zhaofeng,Shanxi,Shanxi,Shanxi,Wuxiang,,,0.5,,,,,,2.399096995,2.434790157,2.468845846,2.515748547,2.590794086,2.680809947,2.770951404,2.862392255,2.965242902,3.085548832,3.188351241,3.283134841,3.451159788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
222,68,Yangquan Zhaofeng,Shanxi,Shanxi,Shanxi,Xia,,,0,,,,,,2.399096995,2.434790157,2.468845846,2.515748547,2.590794086,2.680809947,2.770951404,2.862392255,2.965242902,3.085548832,3.188351241,3.283134841,3.451159788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
223,68,Yangquan Zhaofeng,Shanxi,Shanxi,Shanxi,Xiyang,,,1,,,,,,2.399096995,2.434790157,2.468845846,2.515748547,2.590794086,2.680809947,2.770951404,2.862392255,2.965242902,3.085548832,3.188351241,3.283134841,3.451159788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
224,68,Yangquan Zhaofeng,Shanxi,Shanxi,Shanxi,Yuanping,,,0,,,,,,2.399096995,2.434790157,2.468845846,2.515748547,2.590794086,2.680809947,2.770951404,2.862392255,2.965242902,3.085548832,3.188351241,3.283134841,3.451159788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
225,68,Yangquan Zhaofeng,Shanxi,Shanxi,Shanxi,Yangquan,,,1,,,,,,2.399096995,2.434790157,2.468845846,2.515748547,2.590794086,2.680809947,2.770951404,2.862392255,2.965242902,3.085548832,3.188351241,3.283134841,3.451159788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
226,69,Gangyuan Jiaohua,Shanxi,Henan,Henan,Xin'an,,,0,,,,,,2.050947219,2.050947219,2.410042982,2.649733987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
227,70.1,Xinghua (Chalco Jiaokou),Shanxi,Shanxi,Shanxi,Jiaokou,,,0.9,,,,,,2.029803775,2.029803775,2.029803775,2.029803775,2.029803775,2.029803775,2.029803775,2.178218678,2.247781538,2.334214979,2.415141729,2.465546017,2.503512422,2.549138907,2.592525564,2.628633907,2.657835075,2.679831895,2.702321507,2.725404352,2.749157887,2.773669238,2.792659229,
228,70.1,Xinghua (Chalco Jiaokou),Shanxi,Shanxi,Shanxi,Xiaoyi,,,1,,,,,,2.029803775,2.029803775,2.029803775,2.029803775,2.029803775,2.029803775,2.029803775,2.178218678,2.247781538,2.334214979,2.415141729,2.465546017,2.503512422,2.549138907,2.592525564,2.628633907,2.657835075,2.679831895,2.702321507,2.725404352,2.749157887,2.773669238,2.792659229,
229,71,Tiantong,Shanxi,Shanxi,Shanxi,Jiaokou,,,0.9,,,,,,2.013511815,2.013511815,2.013511815,2.013511815,2.013511815,2.013511815,2.207028788,2.273029081,2.329392707,2.42008402,2.486479642,2.486479642,2.486479642,2.486479642,2.486479642,2.486479642,2.486479642,2.486479642,2.486479642,2.486479642,2.486479642,2.486479642,2.486479642,
230,72,Fusheng,Shanxi,Shanxi,Shanxi,Pinglu,,,0.2,,,,,,2.126435791,2.126435791,2.126435791,2.126435791,2.126435791,2.126435791,2.350770945,2.490862041,2.62819477,2.777682328,2.94884401,3.195449164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
231,72,Fusheng,Shanxi,Shanxi,Shanxi,Xia,,,0.2,,,,,,2.126435791,2.126435791,2.126435791,2.126435791,2.126435791,2.126435791,2.350770945,2.490862041,2.62819477,2.777682328,2.94884401,3.195449164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
232,73,YMG - Wenshan,Yunnan,Other,Yunnan,Malipo,,,1,,,,,,2.285812468,2.285812468,2.285812468,2.387535453,2.42835666,2.471906573,2.507295562,2.548178594,2.590952527,2.640367582,2.703413539,2.773425164,2.856928971,2.956211162,3.072727095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
233,73,YMG - Wenshan,Yunnan,Other,Yunnan,Wenshan,,,1,,,,,,2.285812468,2.285812468,2.285812468,2.387535453,2.42835666,2.471906573,2.507295562,2.548178594,2.590952527,2.640367582,2.703413539,2.773425164,2.856928971,2.956211162,3.072727095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
234,73,YMG - Wenshan,Yunnan,Other,Yunnan,Xichou,,,1,,,,,,2.285812468,2.285812468,2.285812468,2.387535453,2.42835666,2.471906573,2.507295562,2.548178594,2.590952527,2.640367582,2.703413539,2.773425164,2.856928971,2.956211162,3.072727095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
235,,,,Other,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
236,,,,Other,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
237,,,,Other,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
238,,,,Other,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
239,,,,Other,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
240,,,,Other,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
241,,,,Other,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
