,nan_1,nan_1,Ref. No.,Refinery,Refinery Province,Refinery Province Category,Technology,Refinery Ownership,Owner,Bauxite Source,Bauxite Self Supply,Bauxite Origin Province,Bauxite Origin Province Category,Bauxite Origin County,nan_1,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,nan_1,2018_1,2019_1,2020_1,2021_1,2022_1,2023_1,2024_1,2025_1,2026_1,2027_1,2028_1,2029_1,2030_1,2031_1
,,,66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Lin,Shanxi,Lin,,659.692089955418,1049.142293881056,0,0,0,0,0,0,0,0,0,0,0,0,,2.845562744,3.136446982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,1,Lingshi,Shanxi,Lingshi,,666.9144097203177,1060.628320833117,0,0,0,0,0,0,0,0,0,0,0,0,,2.845562744,3.136446982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Loufan,Shanxi,Loufan,,673.0193297515967,1070.3372894612069,0,0,0,0,0,0,0,0,0,0,0,0,,2.845562744,3.136446982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Yu,Shanxi,Yu,,74.158393625745,117.93791131299801,0,0,0,0,0,0,0,0,0,0,0,0,,2.845562744,3.136446982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Xiaoyi,Shanxi,Xiaoyi,,2817.6227697015242,4481.010551598282,0,0,0,0,0,0,0,0,0,0,0,0,,2.845562744,3.136446982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Xiyang,Shanxi,Xiyang,,94.74042146493258,150.6705698194662,0,0,0,0,0,0,0,0,0,0,0,0,,2.845562744,3.136446982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Yangquan,Shanxi,Yangquan,,378.03510246862203,601.2086860072753,0,0,0,0,0,0,0,0,0,0,0,0,,2.845562744,3.136446982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Zhongyang,Shanxi,Zhongyang,,216.77802882548497,344.75325972205104,0,0,0,0,0,0,0,0,0,0,0,0,,2.845562744,3.136446982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Fenyang,Shanxi,Fenyang,,420.4269390635601,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Heshun,Shanxi,Heshun,,15.756757030978656,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Jiexiu,Shanxi,Jiexiu,,195.4054902413453,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Lin,Shanxi,Lin,,872.500232407772,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Loufan,Shanxi,Loufan,,1379.69633477727,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Yu,Shanxi,Yu,,60.810178461793804,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Ningwu,Shanxi,Ningwu,,272.7287931011319,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Pinglu,Shanxi,Pinglu,,803.1149004012843,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Wutai,Shanxi,Wutai,,558.2030833313576,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Xiaoyi,Shanxi,Xiaoyi,,2310.4619055195426,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Xiyang,Shanxi,Xiyang,,77.68752334839324,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Yangquan,Shanxi,Yangquan,,309.99029134294324,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Zhongyang,Shanxi,Zhongyang,,355.51769597262717,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.05292005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,0.5,Heshun,Shanxi,Heshun,,63.35828075799572,32.734606399251774,42.13467974990786,56.6925529801653,0,0,0,0,0,0,0,0,0,0,,3.085548832,3.188351241,3.283134841,3.451159788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,1,Yu,Shanxi,Yu,,203.76593320879968,105.27744031824152,135.50892222735067,182.32835275497683,0,0,0,0,0,0,0,0,0,0,,3.085548832,3.188351241,3.283134841,3.451159788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,0,Pinglu,Shanxi,Pinglu,,1237.9149704686376,639.5795281884814,823.2412593002739,1107.677784318293,0,0,0,0,0,0,0,0,0,0,,3.085548832,3.188351241,3.283134841,3.451159788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,0,Wutai,Shanxi,Wutai,,187.0456148173789,96.63874250533945,124.38953495372891,167.36712708865008,0,0,0,0,0,0,0,0,0,0,,3.085548832,3.188351241,3.283134841,3.451159788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,0.5,Wuxiang,Shanxi,Wuxiang,,105.13831594707173,54.32062468919245,69.91934154266714,94.0770405346346,0,0,0,0,0,0,0,0,0,0,,3.085548832,3.188351241,3.283134841,3.451159788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,0,Xia,Shanxi,Xia,,36.38062037968876,18.796363702457604,24.193929672053308,32.55312839382089,0,0,0,0,0,0,0,0,0,0,,3.085548832,3.188351241,3.283134841,3.451159788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,1,Xiyang,Shanxi,Xiyang,,104.12777001401138,53.798517350241006,69.24730580001963,93.17281099804504,0,0,0,0,0,0,0,0,0,0,,3.085548832,3.188351241,3.283134841,3.451159788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,0,Yuanping,Shanxi,Yuanping,,115.21487375921683,59.52676585801272,76.62047881023078,103.09347502099241,0,0,0,0,0,0,0,0,0,0,,3.085548832,3.188351241,3.283134841,3.451159788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,1,Yangquan,Shanxi,Yangquan,,415.49268624719934,214.6679073887821,276.31196844376774,371.779992230422,0,0,0,0,0,0,0,0,0,0,,3.085548832,3.188351241,3.283134841,3.451159788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,69,Gangyuan Jiaohua,Shanxi,Shanxi,H-B,Private,Other,Domestic,0,Xin'an,Henan,Xin'an,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,70.1,Xinghua (Chalco Jiaokou),Shanxi,Shanxi,H-B,Chalco,Chalco,Domestic,0.9,Jiaokou,Shanxi,Jiaokou,,1436.2249080482866,1073.2356037187594,505.6773024210586,513.4641168348434,522.8219944386971,354.480325959417,359.41747966552975,363.41020386265006,366.4178655929514,369.49290759182776,372.64906332401887,375.8969236137732,379.248401343767,190.92246717562054,,2.334214979,2.415141729,2.465546017,2.503512422,2.549138907,2.592525564,2.628633907,2.657835075,2.679831895,2.702321507,2.725404352,2.749157887,2.773669238,
,,,70.1,Xinghua (Chalco Jiaokou),Shanxi,Shanxi,H-B,Chalco,Chalco,Domestic,1,Xiaoyi,Shanxi,Xiaoyi,,664.5685730517137,496.60652013124064,233.9865026789414,237.58960976515658,241.91967766130293,164.02478684058298,166.30930173447035,168.15681113735005,169.54851340704872,170.9713938081723,172.43180707598114,173.93465378622685,175.48544625623302,88.34345572437947,,2.334214979,2.415141729,2.465546017,2.503512422,2.549138907,2.592525564,2.628633907,2.657835075,2.679831895,2.702321507,2.725404352,2.749157887,2.773669238,
,,,71,Tiantong,Shanxi,Shanxi,H-B,Private,Other,Domestic,0.9,Jiaokou,Shanxi,Jiaokou,,121.00420100000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.42008402,2.486479642,2.486479642,2.486479642,2.486479642,2.486479642,2.486479642,2.486479642,2.486479642,2.486479642,2.486479642,2.486479642,2.486479642,
,,,72,Fusheng,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0.2,Pinglu,Shanxi,Pinglu,,2121.753629164633,2252.496772934752,2440.8679827004653,0,0,0,0,0,0,0,0,0,0,0,,2.777682328,2.94884401,3.195449164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,72,Fusheng,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0.2,Xia,Shanxi,Xia,,100.39223323536724,106.57843506524826,115.49134849953484,0,0,0,0,0,0,0,0,0,0,0,,2.777682328,2.94884401,3.195449164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,73,YMG - Wenshan,Yunnan,Other,H-B,Yunnan Aluminium Companuy,Chalco,Domestic,1,Malipo,Other,Malipo,,46.129648877368844,52.11709760290599,53.466799615130384,55.07660736257663,56.99059483209685,59.23681878742294,0,0,0,0,0,0,0,0,,2.640367582,2.703413539,2.773425164,2.856928971,2.956211162,3.072727095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,73,YMG - Wenshan,Yunnan,Other,H-B,Yunnan Aluminium Companuy,Chalco,Domestic,1,Wenshan,Other,Wenshan,,2130.641877220356,2407.1908929358797,2469.531094931754,2543.8850925115066,2632.288580382741,2736.037447788088,0,0,0,0,0,0,0,0,,2.640367582,2.703413539,2.773425164,2.856928971,2.956211162,3.072727095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,73,YMG - Wenshan,Yunnan,Other,H-B,Yunnan Aluminium Companuy,Chalco,Domestic,1,Xichou,Other,Xichou,,1651.761467802275,1866.1536718612151,1914.4823678531154,1972.1246537259176,2040.6586839851618,2121.0890854244903,0,0,0,0,0,0,0,0,,2.640367582,2.703413539,2.773425164,2.856928971,2.956211162,3.072727095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,, , , , , , , , , , , , ,, , , , , , , , , , , , , , ,, , , , , , , , , , , , , , 
,,,1.1,Bosai Xianfeng domestic,Chongqing,Other,H-B,Bosai,Other,Domestic,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,1.2,Bosai Xianfeng import,Chongqing,Other,L-B,Bosai,Other,Imported,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,2,Bosai Wanzhou,Chongqing,Other,L-B,Bosai,Other,Imported,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,3,Shuijiang,Chongqing,Other,H-B,Bosai,Other,Domestic,0,Other,General 3rd Party Domestic Supply,-,,0.0,612.7211307,1541.614285505,1394.6977275000002,1052.678611985,802.0273533999999,356.457181325,143.1833592,71.91651572,0.0,0.0,0.0,0.0,0.0,,0,2.511152175,2.590948379,2.6565671,2.734230161,2.864383405,2.036898179,2.04547656,2.054757592,0,0,0,0,0
,,,4,Tuoyuan,Chongqing,Other,H-B,SPIC,SPIC,Domestic,0,Other,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,5,Chalco Pingguo ,Guangxi,Guangxi,H-B,Chalco,Chalco,Domestic,0,Guangxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,6.1,Jinjiang Chongzuo domestic,Guangxi,Guangxi,H-B,Jinjiang,Jinjiang,Domestic,0,Guangxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,6.2,Jinjiang Chongzuo import,Guangxi,Guangxi,L-B,Jinjiang,Jinjiang,Imported,0,Guangxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,7,Huayin,Guangxi,Guangxi,H-B,"Chalco, Guangxi Investment Group, Minmetal",Chalco,Domestic,0,Guangxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,8,Jinjiang Tiandong,Guangxi,Guangxi,H-B,Jinjiang,Jinjiang,Domestic,0,Guangxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,9,Xinfa Jingxi,Guangxi,Guangxi,H-B,Xinfa,Xinfa,Domestic,0,Guangxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4833.0527994,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.685029333
,,,10,Fangcheng,Guangxi,Guangxi,L-B,Chalco,Chalco,Imported,0,Guangxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,11,Tiangui,Guangxi,Guangxi,H-B,Zengshi,Other,Domestic,0,Guangxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4379.1396687999995,4460.916808,4517.2343264,3866.4422395200004,,0,0,0,0,0,0,0,0,0,0,2.736962293,2.788073005,2.823271454,2.685029333
,,,12,Beihai_GIG,Guangxi,Guangxi,L-B,GIG,Other,Imported,0,Guangxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,13,Baise Mining,Guangxi,Guangxi,H-B,Baise Mining,Other,Imported,0,Guangxi,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,14,Chalco Guizhou,Guizhou,Guizhou,Series & Sinter (95:25),Chalco,Chalco,Domestic,0,Guizhou,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,15,Chalco Zunyi,Guizhou,Guizhou,H-B,Chalco,Chalco,Domestic,0,Guizhou,General 3rd Party Domestic Supply,-,,0.0,0.0,2417.799105,2462.787678,2493.069329,2527.8035640000003,2562.682856,1872.49595616,1472.85467504,789.295596,234.359597,117.9784083,0.0,0.0,,0,0,2.417799105,2.462787678,2.493069329,2.527803564,2.562682856,2.600688828,2.630097634,2.63098532,2.34359597,2.359568166,0,0
,,,16,Xian,Guizhou,Guizhou,H-B,Zengshi Group,Other,Domestic,0,Guizhou,General 3rd Party Domestic Supply,-,,205.30891376,0.0,0.0,0.0,498.6138658,1263.9017820000001,1281.341428,1170.3099726,1104.64100628,789.295596,0.0,0.0,0.0,0.0,,2.566361422,0,0,0,2.493069329,2.527803564,2.562682856,2.600688828,2.630097634,2.63098532,0,0,0,0
,,,17,Huafei,Guizhou,Guizhou,H-B,Shanghai Huafei Investment Co.Ltd,Other,Domestic,0,Guizhou,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,18,Qingzhen Guanglv,Guizhou,Guizhou,H-B,Guangdong Guang Al Group Co.Ltd,Other,Domestic,0,Guizhou,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1315.4926600000001,468.719194,235.9568166,0.0,0.0,,0,0,0,0,0,0,0,0,0,2.63098532,2.34359597,2.359568166,0,0
,,,19.1,Qizheng Chemical,Guizhou,Guizhou,H-B,Qiya,Qiya,Domestic,0,Guizhou,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656.96150942,1183.9433940000001,421.8472746,212.36113494,0.0,0.0,,0,0,0,0,0,0,0,0,2.630097634,2.63098532,2.34359597,2.359568166,0,0
,,,19.2,Qizheng Chemical Added LT,Guizhou,Guizhou,L-B,Qiya,Qiya,Imported,0,Guizhou,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,20,SPIC - Wuchuan,Guizhou,Guizhou,H-B,SPIC,SPIC,Domestic,0,Guizhou,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,21,Kaisheng,Guizhou,Guizhou,H-B,Private,Other,Domestic,0,Guizhou,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,22,Huajin,Guizhou,Guizhou,H-B,"Chalco, Jinjiang",Chalco,Domestic,0,Guizhou,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749.9507103999999,377.53090655999995,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,2.34359597,2.359568166,0,0
,,,23.1,Chalco Zhengzhou domestic,Henan,Henan,H-B,Chalco,Chalco,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,23.2,Chalco Zhengzhou import,Henan,Henan,L-B,Chalco,Chalco,Imported,0,Henan,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Sinter,Chalco,Chalco,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,24.2,Chalco Zhongzhou Dom. Bayer,Henan,Henan,H-B-ODT-Sweet,Chalco,Chalco,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,3974.6718957000003,735.8973405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.408892058,2.452991135,0,0,0,0,0,0,0,0,0,0,0,0
,,,24.3,Chalco Zhongzhou LT Amt,Henan,Henan,L-B,Chalco,Chalco,Imported,0,Henan,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,25.1,Kaiman,Henan,Henan,"H-B, ODT, Sweetening",Jinjiang,Jinjiang,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,1478.92140175,460.308737,233.0185171,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,2.275263695,2.301543685,2.330185171,0,0,0,0,0
,,,25.2,Kaiman Import,Henan,Henan,L-B,Jinjiang,Jinjiang,Imported,0,Henan,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,26.1,East Hope Mianchi,Henan,Henan,"H-B, ODT",East Hope,East Hope,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,3480.2343155999997,2275.263695,920.617474,466.0370342,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,2.485881654,2.275263695,2.301543685,2.330185171,0,0,0,0,0
,,,26.2,East Hope Mianchi Added LT,Henan,Henan,L-B,East Hope,East Hope,Imported,0,Henan,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,27,Huiyuan Lushan,Henan,Henan,"H-B, ODT","Shenhuo, Huiyuan",Shenhuo,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,1204.4460290000002,735.8973405,492.7109186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.408892058,2.452991135,2.463554593,0,0,0,0,0,0,0,0,0,0,0
,,,28,Jingxin,Henan,Henan,H-B,Private,Other,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,29,Shenhuo,Henan,Henan,Sintering,Shenhuo,Shenhuo,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,30.1,Wanji,Henan,Henan,H-B,Wanji Holdings,Other,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,30.2,Wanji import,Henan,Henan,L-B,Wanji Holdings,Other,Imported,0,Henan,General 3rd Party Domestic Supply,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
